Global Employee,Gender,Age,Education,Tenure in Vodafone,Prevous Exp in Months,Performance Rating 1,Performance Rating 2,Performance Rating 3,Performance Rating 4,Performance Rating 5,Building Team Commitment,Strategic Thinking,Leads Decision Making and Delivers Results,Analytical Thinking,Customer Relations,Service Quality and Planning,Solution Selling,In Market Execution,Sales Planning and Forecasting,Negotiation ,Actionable Insights,Solving Problems,Engage,Applied Thinking,Change,Drive,Average Comp Score,Competency Group,Attried,Local Band
90065050,1,2,4,1,41,3,0,0,0,0,3.5,3,2.7,3.3,3.5,2,1.5,3.5,4,1.5,3,3,3.5,3.7,3,2.3,2.9,B,No,2
90065051,2,2,3,1,109,3,0,0,0,0,3,1.7,2,1.7,2.5,2,1.5,2,2,1,1.5,2,2.5,2,2.5,2.3,2,D,No,3
90065054,2,2,4,1,26,3,0,0,0,0,2.5,3,3,3.3,3.5,3.5,3.5,3.5,2.3,3.5,3.5,3.5,3,3.3,3,3.3,3.2,A,No,2
90065055,2,2,4,1,53,3,0,0,0,0,3.5,2.3,3,2.3,4,3,3,3.5,2.7,2.5,3,2.5,3,3,4,3.3,3,B,No,2
90065058,2,2,4,1,38,3,0,0,0,0,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,C,No,2
90065059,2,2,3,1,107,3,0,0,0,0,3,2.3,2,2,2.5,2,1.5,2.5,2.3,2.5,2,3,2,2.3,2.5,2.7,2.3,C,No,3
90065060,2,2,4,1,66,3,0,0,0,0,3,2.3,3,2.3,2,2.5,2,2,2.3,2,1.5,2.5,2,2.7,2,2.7,2.3,C,No,2
90065065,2,2,4,1,15,3,0,0,0,0,3,2.3,2.7,2.3,2,2,1.5,1.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2.3,2.2,C,No,2
90065110,2,2,4,1,51,3,0,0,0,0,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,A,No,2
90065118,1,2,4,1,11,3,0,0,0,0,3.5,3.3,2.7,3.3,3,2.5,3,2,3,3,2,2.5,2,3.7,3.5,3,2.9,B,No,2
90065121,2,2,4,1,74,3,0,0,0,0,3,2,2.3,2.3,3.5,2.5,2.5,3,2.3,2,3,2.5,3,2.3,3.5,3.3,2.7,B,No,2
90065124,2,2,4,1,23,3,0,0,0,0,3,1.7,3.3,2,2,2.5,2.5,2.5,2.3,2.5,2,2.5,2.5,2.7,3,3,2.5,C,No,2
90065127,2,2,4,1,17,3,0,0,0,0,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,C,No,2
90065152,2,2,4,1,43,3,0,0,0,0,2.5,2.3,2.3,2.3,3,2,1.5,2,2.7,1.5,2,2.5,2.5,2.7,2.5,2.3,2.3,C,No,2
90065159,2,2,4,1,24,3,0,0,0,0,2.5,2.3,2,2.3,2,2.5,1.5,2.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2,2.2,C,No,2
90065169,1,2,4,1,36,3,0,0,0,0,3.5,2.7,3,2.7,3.5,3.5,2.5,3.5,3,2.5,2.5,3,2.5,3.3,3,3,3,B,No,2
90065171,1,2,4,1,34,3,0,0,0,0,4,3,3,3,3,2.5,2.5,3,2.7,2,2.5,2.5,2.5,3,2.5,2.7,2.8,B,No,2
90065180,2,2,4,1,31,3,0,0,0,0,3.5,2.3,2.7,1.7,2.5,2,2.5,2,2.7,2.5,2,3.5,3.5,2.7,3,2.7,2.6,B,No,2
90065185,2,2,4,1,54,3,0,0,0,0,3,2.3,2.3,2.3,2.5,2,2,2.5,2.3,2,2,2.5,2.5,2.3,2.5,2.7,2.4,C,No,2
90065186,2,2,4,1,18,3,0,0,0,0,2,2,1.3,1.7,2.5,2,1.5,2,2,1.5,2.5,2,2.5,1.7,2.5,2,2,D,No,2
90065200,1,2,2,1,138,3,0,0,0,0,2.5,2.7,3.3,3.3,3.5,3.5,3.5,3.5,2.7,3.5,2.5,2.5,3.5,3.3,4,3.7,3.2,A,No,4
90065226,1,2,3,1,118,3,0,0,0,0,3.5,2.7,3,2.7,3.5,3,2.5,3,2.7,3,3,3,1.5,3,3,3.3,2.9,B,No,3
90065251,2,2,4,1,41,3,0,0,0,0,3,3.7,3,3.7,3,3,1.5,2.5,3,1.5,3,3,3,3.3,3,3,2.9,B,No,2
90065256,2,2,4,1,34,3,0,0,0,0,3,2,3,2.3,3.5,2.5,1.5,2.5,3.3,2,3,3,2.5,3.3,2.5,3.7,2.7,B,No,2
90065262,1,2,4,1,82,3,0,0,0,0,3,2.7,2.7,2.7,2.5,2,2,2,2.7,1.5,2,3.5,3.5,3.3,3,2.7,2.6,B,No,2
90065265,2,2,4,1,28,3,0,0,0,0,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,C,No,2
90065280,1,2,4,1,0,0,0,0,0,0,2,2,2.3,1.7,2.5,1.5,1.5,1.5,2,2,1.5,2,3,2.3,3,2,2.1,C,No,2
90065284,1,2,4,1,0,0,0,0,0,0,3.5,2.7,2.7,3,3.5,2.5,3,3,2.7,2,2.5,3,3.5,2.7,2.5,3,2.9,B,No,2
90065285,1,2,4,1,0,0,0,0,0,0,3,2,2.7,2.3,3,3,2.5,2.5,2.7,2,2.5,2.5,3,3,3.5,2.3,2.7,B,No,2
90065293,1,2,4,1,45,3,0,0,0,0,2.5,2.7,2.7,2,2.5,2.5,2,2.5,3,2.5,2.5,2.5,1.5,2.3,2,3,2.4,C,No,2
90065294,1,2,4,1,0,0,0,0,0,0,2,2,1.7,1.7,2,2.5,2.5,2.5,2,1.5,2.5,2,2,1.7,2.5,2.7,2.1,C,No,2
90065302,2,2,4,1,37,2,0,0,0,0,3,2,2.3,2.3,3,2.5,2,2.5,2.7,2,2.5,2.5,3.5,2.7,3.5,2.3,2.6,B,No,2
90065325,1,2,3,1,29,3,0,0,0,0,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,C,No,2
90065326,2,2,3,1,62,3,0,0,0,0,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,B,No,2
90065339,2,2,3,1,50,3,0,0,0,0,2.5,2.3,2.3,2.3,2,3,1.5,2,2.3,1.5,2,2.5,2.5,2.3,2.5,2.3,2.3,C,No,2
90065352,1,2,3,1,22,3,0,0,0,0,2.5,1.3,1.7,1.7,3,1.5,1.5,2.5,1.7,1.5,3,2.5,2.5,2.3,2.5,2.3,2.1,C,No,2
90065402,2,2,3,1,55,3,0,0,0,0,3,1.7,3,3,3,2.5,2.5,2.5,3,2,2.5,3,3,3,3,3,2.7,B,No,2
90065047,1,2,3,1,93,3,0,0,0,0,2.5,2,2.3,2.3,2.5,3,2.5,3.5,2,2.5,3,2,2.5,2.7,3,2.3,2.5,C,No,3
90065086,1,2,2,1,123,3,0,0,0,0,2.5,2,2.3,2.3,3,2.5,2.5,2.5,2.3,3.5,2,2.5,2.5,2.3,3.5,2.3,2.5,C,No,4
90065175,1,2,2,1,146,3,0,0,0,0,2.5,2.3,2.3,2.3,2.5,3,2,3,2.3,2,2.5,2.5,2.5,3.3,2,2.3,2.5,C,No,4
90065179,1,2,2,1,126,3,0,0,0,0,3.5,3,3,2.7,2.5,2,3.5,2.5,3,2,2,3,3,2.7,2.5,3.3,2.8,B,No,5
90065296,2,2,3,1,55,3,0,0,0,0,3,2,3.3,1.7,2.5,2,2.5,3,2.7,3,2.5,2,2,2.3,2.5,2.7,2.5,C,No,2
90065330,1,2,2,1,113,3,0,0,0,0,2.5,2.7,2.3,3,2,2.5,1.5,2.5,3,1.5,2.5,2,2.5,2.7,3,2.3,2.4,C,No,4
90065422,1,2,2,1,134,3,0,0,0,0,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,B,No,4
90065167,1,2,2,1,109,3,0,0,0,0,3.5,1.7,2.3,2.3,3,3,2.5,3,2.3,2.5,2.5,2.5,2.5,2.3,4,3,2.7,B,No,4
90065156,1,2,3,1,59,3,0,0,0,0,3.5,2.3,2.7,3,2.5,2.5,1.5,2,2.7,1.5,2,2.5,2.5,3.3,3,2.7,2.5,C,No,3
90064993,2,2,2,1,55,3,0,0,0,0,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,C,No,4
90065033,1,2,3,1,13,3,0,0,0,0,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,D,No,2
90065041,1,2,3,1,31,3,0,0,0,0,3.5,2.3,2.7,2.7,3,3,1.5,2,3,2,2.5,3,3.5,2.7,3.5,3,2.7,B,No,2
90065104,1,2,3,1,58,3,0,0,0,0,3.5,3,3,3,2.5,2,2.5,2,2.3,2.5,2.5,3,3,2.3,2.5,3,2.7,B,No,2
90065123,1,2,2,1,67,3,0,0,0,0,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,C,No,3
90065157,2,2,3,1,70,3,0,0,0,0,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,C,No,2
90065269,1,2,3,1,0,0,0,0,0,0,3,2,2,2,2.5,2,1.5,2,2,1,2.5,2,3,2,2.5,2,2.1,C,No,2
90064974,2,2,2,1,102,3,0,0,0,0,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,B,No,4
90064975,2,2,2,1,140,3,0,0,0,0,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,B,No,4
90065166,1,2,4,1,0,3,0,0,0,0,2.5,2.3,2.7,2.7,3.5,2.5,2,2.5,2.3,2,2.5,2.5,2.5,2.3,2,2.7,2.5,C,No,2
90065301,1,2,4,1,29,2,0,0,0,0,2.5,2,1.7,2,3.5,2,2,2.5,2,2,2,3,2.5,2,2.5,2.7,2.3,C,No,2
90064994,2,2,4,1,47,3,0,0,0,0,3,2.3,3.3,2.7,2.5,3.5,3.5,2.5,2,3.5,2,2,3,3.3,3.5,2.7,2.8,B,No,2
90065004,2,2,4,1,50,3,0,0,0,0,3,2.3,3,2.3,3,2,2,3,2.7,2,2,2.5,3,2.7,3.5,2.3,2.6,B,No,2
90065040,2,2,4,1,52,3,0,0,0,0,2.5,2.3,2.3,2.7,3.5,2.5,2,2.5,2.3,2,2.5,1.5,2.5,2.3,2.5,2.7,2.4,C,No,2
90065043,2,2,2,1,104,3,0,0,0,0,3.5,2,3,2.7,2.5,2.5,2,2,2.3,2,2,3.5,3.5,2.7,3.5,3,2.7,B,No,3
90065062,2,2,4,1,159,3,0,0,0,0,3,2,2.3,2,3,3,2.5,3,2.7,2.5,3,2,3,1.7,3.5,3.3,2.7,B,No,2
90065090,2,2,4,1,67,3,0,0,0,0,3,1.7,2.3,1.3,2.5,2,1.5,1.5,2,2.5,2,2,1.5,2,2.5,2.3,2,D,No,2
90065122,2,2,4,1,42,3,0,0,0,0,2,2,2.3,2,1.5,2.5,1.5,1.5,1.7,1,1.5,1.5,1.5,2.3,2,3,1.9,D,No,2
90065137,2,2,4,1,24,3,0,0,0,0,3.5,2.3,3.3,2.7,3.5,3.5,2.5,2.5,2,1.5,3,2.5,2,3.3,2.5,3.7,2.8,B,No,2
90065141,2,2,4,1,25,3,0,0,0,0,3.5,2,2.7,2,3,1.5,1.5,2.5,3,1,2.5,2.5,2.5,2.3,2.5,2.3,2.3,C,No,2
90065155,2,2,4,1,25,3,0,0,0,0,3.5,2.3,2,2.3,2,2,1.5,1.5,2.3,1,2,3,3,2.3,3,2.3,2.3,C,No,2
90065170,2,2,4,1,85,3,0,0,0,0,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,C,No,2
90065189,1,2,2,1,72,3,0,0,0,0,3.5,2.3,2.3,2.7,2.5,2.5,2,2.5,2.7,2.5,2,2,2.5,2.3,3,3,2.5,C,No,3
90065198,2,2,4,1,42,3,0,0,0,0,2.5,1.7,2.3,1.7,2,1.5,2,1.5,1.7,3,2,2,2,1.7,2.5,2.3,2,D,No,2
90065233,2,2,4,1,47,3,0,0,0,0,3.5,2.3,2,2.7,2,2,1.5,2.5,2.3,2.5,1.5,3,2,2.3,2.5,2.7,2.3,C,No,2
90065236,2,2,4,1,85,3,0,0,0,0,2.5,2,2,1.7,2.5,2.5,2.5,2.5,2,2,1.5,1.5,3,1.7,3,2.3,2.2,C,No,2
90065237,2,2,4,1,56,3,0,0,0,0,2.5,1.3,1.7,2,1.5,1.5,1,2,1.7,1,1.5,1.5,2,2,2.5,1.7,1.7,D,No,2
90065238,2,2,2,1,109,3,0,0,0,0,3.5,3.3,3.7,3.3,3.5,2,2,2.5,2.7,3,2.5,3.5,3.5,3,3,3.3,3,B,No,3
90065239,2,2,4,1,34,3,0,0,0,0,4,2.3,3,3,3,1.5,2,2.5,2.7,1.5,2,3.5,3.5,3.3,3.5,3.7,2.8,B,No,2
90065254,2,2,4,1,45,3,0,0,0,0,2,1.7,1.7,1.3,2,1,1,2,2,1,1,2.5,1.5,1.7,1.5,2,1.6,D,No,2
90065266,2,2,4,1,17,3,0,0,0,0,3,3,3,2.7,2.5,2.5,2.5,2.5,2.7,2,3,3,3,3,3,3.3,2.8,B,No,2
90065273,1,2,4,1,0,0,0,0,0,0,4,3.3,2.7,3,3,2,2.5,1.5,3,2.5,2.5,3,2.5,2.7,2,3.3,2.7,B,No,2
90065283,2,2,2,1,158,3,0,0,0,0,2.5,2.3,2.3,2,3,2,1.5,2.5,1.7,1.5,2,2.5,3,2.7,2.5,2,2.3,C,No,4
90065291,2,2,4,1,49,3,0,0,0,0,2,1.7,2,2,3,2,2,2,1.7,2.5,2,2,3,2,3,2.3,2.2,C,No,2
90065045,1,2,4,1,0,0,0,0,0,0,2.5,1.7,2,2.3,2.5,1.5,1.5,2.5,2,1.5,1.5,2.5,2.5,2.7,2.5,2.7,2.1,C,No,2
90065133,2,2,4,1,34,3,0,0,0,0,4,3.3,4,3,3,3.5,3,2.5,3.7,3,2,3.5,3.5,3.3,3.5,3.7,3.3,A,No,2
90065389,1,2,2,1,42,3,0,0,0,0,3,2.7,3.3,2.7,2.5,2.5,2.5,3,2.3,2.5,2,3.5,4,3.3,2.5,3,2.8,B,No,3
90065046,1,2,4,1,0,0,0,0,0,0,2.5,2.3,2.3,2.3,3,2.5,2.5,2.5,2,2.5,2,3,3,2.7,2,3,2.5,C,No,2
90065049,1,2,4,1,0,0,0,0,0,0,2.5,2,1.7,2.7,2,2.5,1.5,2,1.7,1.5,2,3.5,2.5,3,2.5,2.3,2.2,C,No,2
90065271,1,2,4,1,0,0,0,0,0,0,3.5,3,2.7,2.7,4,3,2.5,3.5,3.3,2,3,3.5,4,2.7,3.5,3,3.1,A,No,2
90065274,1,2,4,1,0,0,0,0,0,0,3.5,3,2.7,3.3,3.5,2,1.5,3.5,4,1.5,3,3,3.5,3.7,3,2.3,2.9,B,No,2
90065168,1,2,4,1,0,3,0,0,0,0,3,1.7,2,1.7,2.5,2,1.5,2,2,1,1.5,2,2.5,2,2.5,2.3,2,D,No,2
90065270,1,2,4,1,0,0,0,0,0,0,2.5,3,3,3.3,3.5,3.5,3.5,3.5,2.3,3.5,3.5,3.5,3,3.3,3,3.3,3.2,A,No,2
90065275,1,2,4,1,0,0,0,0,0,0,3.5,2.3,3,2.3,4,3,3,3.5,2.7,2.5,3,2.5,3,3,4,3.3,3,B,No,2
90065288,1,2,4,1,0,0,0,0,0,0,3,2.3,2,2.3,2.5,2,2,2.5,2.7,2,2.5,3.5,2,2.3,2,3,2.4,C,No,2
90065289,1,2,4,1,0,0,0,0,0,0,3,2.3,2,2,2.5,2,1.5,2.5,2.3,2.5,2,3,2,2.3,2.5,2.7,2.3,C,No,2
90065066,1,2,1,1,42,3,0,0,0,0,3,2.3,3,2.3,2,2.5,2,2,2.3,2,1.5,2.5,2,2.7,2,2.7,2.3,C,No,3
90065088,2,2,2,1,26,3,0,0,0,0,3,2.3,2.7,2.3,2,2,1.5,1.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2.3,2.2,C,No,2
90065113,1,2,1,1,0,3,0,0,0,0,4,2.7,3.3,3,3.5,2.5,3,4,3.3,3.5,3.5,3.5,4.5,3.3,4,3.7,3.5,A,No,3
90065388,2,2,1,1,84,3,0,0,0,0,3.5,3.3,2.7,3.3,3,2.5,3,2,3,3,2,2.5,2,3.7,3.5,3,2.9,B,No,3
90065327,1,2,1,1,37,3,0,0,0,0,3,2,2.3,2.3,3.5,2.5,2.5,3,2.3,2,3,2.5,3,2.3,3.5,3.3,2.7,B,No,3
90065243,2,2,1,1,100,3,0,0,0,0,3,1.7,3.3,2,2,2.5,2.5,2.5,2.3,2.5,2,2.5,2.5,2.7,3,3,2.5,C,No,3
90064971,2,2,2,1,152,3,0,0,0,0,3,2,2,2.3,3,2,2.5,2,2,2.5,2.5,2.5,2.5,2.3,2,2.3,2.3,C,No,5
90065085,1,2,2,1,40,4,0,0,0,0,2.5,2.3,2.3,2.3,3,2,1.5,2,2.7,1.5,2,2.5,2.5,2.7,2.5,2.3,2.3,C,No,3
90065184,2,2,2,1,60,3,0,0,0,0,2.5,2.3,2,2.3,2,2.5,1.5,2.5,2.3,1.5,2,2.5,2.5,2.7,2.5,2,2.2,C,No,2
90064840,1,2,2,1,54,3,0,0,0,0,3.5,2.7,3,2.7,3.5,3.5,2.5,3.5,3,2.5,2.5,3,2.5,3.3,3,3,3,B,No,2
90064861,1,2,2,1,59,3,0,0,0,0,4,3,3,3,3,2.5,2.5,3,2.7,2,2.5,2.5,2.5,3,2.5,2.7,2.8,B,No,2
90064907,1,2,2,1,19,3,0,0,0,0,3.5,2.3,2.7,1.7,2.5,2,2.5,2,2.7,2.5,2,3.5,3.5,2.7,3,2.7,2.6,B,No,3
90064645,1,2,3,1,49,3,0,0,0,0,3,2.3,2.3,2.3,2.5,2,2,2.5,2.3,2,2,2.5,2.5,2.3,2.5,2.7,2.4,C,No,2
90064708,2,2,3,1,197,3,0,0,0,0,2,2,1.3,1.7,2.5,2,1.5,2,2,1.5,2.5,2,2.5,1.7,2.5,2,2,D,No,4
90064713,1,2,4,1,0,3,0,0,0,0,2.5,2.7,3.3,3.3,3.5,3.5,3.5,3.5,2.7,3.5,2.5,2.5,3.5,3.3,4,3.7,3.2,A,No,1
90064715,2,2,4,1,28,3,0,0,0,0,3.5,2.7,3,2.7,3.5,3,2.5,3,2.7,3,3,3,1.5,3,3,3.3,2.9,B,No,1
90064732,2,2,4,1,16,3,0,0,0,0,3,3.7,3,3.7,3,3,1.5,2.5,3,1.5,3,3,3,3.3,3,3,2.9,B,No,1
90064735,1,2,4,1,0,3,0,0,0,0,3,2,3,2.3,3.5,2.5,1.5,2.5,3.3,2,3,3,2.5,3.3,2.5,3.7,2.7,B,No,1
90064748,1,2,4,1,0,3,0,0,0,0,3,2.7,2.7,2.7,2.5,2,2,2,2.7,1.5,2,3.5,3.5,3.3,3,2.7,2.6,B,No,1
90064750,1,2,3,1,9,3,0,0,0,0,3,2.3,2.3,2.3,3,2,1.5,2.5,2,1.5,1.5,3,2.5,1.7,2.5,2.7,2.3,C,No,2
90064751,2,2,4,1,12,3,0,0,0,0,2,2,2.3,1.7,2.5,1.5,1.5,1.5,2,2,1.5,2,3,2.3,3,2,2.1,C,No,1
90064758,2,2,4,1,0,3,0,0,0,0,3.5,2.7,2.7,3,3.5,2.5,3,3,2.7,2,2.5,3,3.5,2.7,2.5,3,2.9,B,No,1
90064770,1,2,2,1,156,3,0,0,0,0,3,2,2.7,2.3,3,3,2.5,2.5,2.7,2,2.5,2.5,3,3,3.5,2.3,2.7,B,No,3
90064783,1,2,3,1,109,3,0,0,0,0,2.5,2.7,2.7,2,2.5,2.5,2,2.5,3,2.5,2.5,2.5,1.5,2.3,2,3,2.4,C,No,2
90064795,2,2,3,1,48,3,0,0,0,0,2,2,1.7,1.7,2,2.5,2.5,2.5,2,1.5,2.5,2,2,1.7,2.5,2.7,2.1,C,No,2
90064799,1,2,3,1,91,3,0,0,0,0,3,2,2.3,2.3,3,2.5,2,2.5,2.7,2,2.5,2.5,3.5,2.7,3.5,2.3,2.6,B,No,2
90064803,1,2,3,1,141,3,0,0,0,0,3,2.3,3,2.3,2.5,2.5,1.5,2,2.7,2,2,1.5,3,3,2.5,2.3,2.4,C,No,4
90064804,2,2,2,1,85,3,0,0,0,0,3.5,2.7,2.7,3,3,2.5,1.5,3,3,1.5,2.5,3.5,4,2.7,3.5,2.3,2.8,B,No,3
90064807,1,2,4,1,49,3,0,0,0,0,2.5,2.3,2.3,2.3,2,3,1.5,2,2.3,1.5,2,2.5,2.5,2.3,2.5,2.3,2.3,C,No,1
90064810,2,2,2,1,160,3,0,0,0,0,2.5,1.3,1.7,1.7,3,1.5,1.5,2.5,1.7,1.5,3,2.5,2.5,2.3,2.5,2.3,2.1,C,No,3
90064815,1,2,3,1,71,3,0,0,0,0,3,1.7,3,3,3,2.5,2.5,2.5,3,2,2.5,3,3,3,3,3,2.7,B,No,2
90064825,1,2,4,1,0,3,0,0,0,0,2.5,2,2.3,2.3,2.5,3,2.5,3.5,2,2.5,3,2,2.5,2.7,3,2.3,2.5,C,No,1
90064860,2,2,3,1,141,3,0,0,0,0,2.5,2,2.3,2.3,3,2.5,2.5,2.5,2.3,3.5,2,2.5,2.5,2.3,3.5,2.3,2.5,C,No,4
90064876,2,2,4,1,21,3,0,0,0,0,2.5,2.3,2.3,2.3,2.5,3,2,3,2.3,2,2.5,2.5,2.5,3.3,2,2.3,2.5,C,No,1
90064891,2,2,4,1,20,3,0,0,0,0,3.5,3,3,2.7,2.5,2,3.5,2.5,3,2,2,3,3,2.7,2.5,3.3,2.8,B,No,1
90064916,2,2,4,1,0,3,0,0,0,0,3,2,3.3,1.7,2.5,2,2.5,3,2.7,3,2.5,2,2,2.3,2.5,2.7,2.5,C,No,1
90064918,1,2,4,1,49,2,0,0,0,0,2.5,2.7,2.3,3,2,2.5,1.5,2.5,3,1.5,2.5,2,2.5,2.7,3,2.3,2.4,C,No,1
90064956,2,2,4,1,0,3,0,0,0,0,3.5,2.3,2.7,2.3,3,2,2.5,2.5,2.7,3,2.5,2.5,3.5,2.7,3,3,2.7,B,No,1
90064958,2,2,4,1,39,3,0,0,0,0,3.5,1.7,2.3,2.3,3,3,2.5,3,2.3,2.5,2.5,2.5,2.5,2.3,4,3,2.7,B,No,1
90064959,2,2,4,1,20,3,0,0,0,0,3.5,2.3,2.7,3,2.5,2.5,1.5,2,2.7,1.5,2,2.5,2.5,3.3,3,2.7,2.5,C,No,1
90064980,1,2,2,1,87,3,0,0,0,0,3,2,2.7,2.3,2,2,1.5,2,2.7,1,2,3,3,2.3,2.5,2.7,2.3,C,No,3
90064657,2,2,2,1,72,3,0,0,0,0,3.5,2,2,2,2,2,1.5,2,1.7,1,2,2,2,2,2,2.3,2,D,No,4
90064759,2,2,2,1,83,3,0,0,0,0,3.5,2.3,2.7,2.7,3,3,1.5,2,3,2,2.5,3,3.5,2.7,3.5,3,2.7,B,No,4
90064917,1,2,2,1,33,3,0,0,0,0,3.5,3,3,3,2.5,2,2.5,2,2.3,2.5,2.5,3,3,2.3,2.5,3,2.7,B,No,3
90065000,1,2,2,1,129,3,0,0,0,0,3,1.7,2.7,2.3,2.5,2,2.5,2,2.3,2.5,2,2.5,3.5,2.3,2.5,2.3,2.4,C,No,4
90064784,2,2,2,1,60,3,0,0,0,0,3,1.7,2.3,2,2.5,1.5,1.5,2,2,1.5,2,2.5,3,2.3,2.5,2.3,2.2,C,No,3
90064813,1,2,2,1,14,3,0,0,0,0,3,2,2,2,2.5,2,1.5,2,2,1,2.5,2,3,2,2.5,2,2.1,C,No,3
90064905,2,2,3,1,62,2,0,0,0,0,3.5,2.3,3,3,2.5,2,1.5,2.5,2.3,1.5,2.5,3.5,3.5,3,3,2.7,2.6,B,No,2
90065007,2,2,1,1,70,3,0,0,0,0,3.5,2.3,3,2.3,2.5,2,2.5,2.5,3,2.5,2,2,2.5,2.7,3,3.3,2.6,B,No,3
90064768,2,2,2,1,61,3,0,0,0,0,2.5,2.3,2.7,2.7,3.5,2.5,2,2.5,2.3,2,2.5,2.5,2.5,2.3,2,2.7,2.5,C,No,3
90064707,2,2,2,1,121,3,0,0,0,0,2.5,2,1.7,2,3.5,2,2,2.5,2,2,2,3,2.5,2,2.5,2.7,2.3,C,No,4
90064826,2,2,2,1,140,3,0,0,0,0,3,2.3,3.3,2.7,2.5,3.5,3.5,2.5,2,3.5,2,2,3,3.3,3.5,2.7,2.8,B,No,5
90064829,1,2,3,1,42,3,0,0,0,0,3,2.3,3,2.3,3,2,2,3,2.7,2,2,2.5,3,2.7,3.5,2.3,2.6,B,No,2
90064830,2,2,2,1,162,3,0,0,0,0,2.5,2.3,2.3,2.7,3.5,2.5,2,2.5,2.3,2,2.5,1.5,2.5,2.3,2.5,2.7,2.4,C,No,3
90064831,2,2,2,1,54,3,0,0,0,0,3.5,2,3,2.7,2.5,2.5,2,2,2.3,2,2,3.5,3.5,2.7,3.5,3,2.7,B,No,3
90064886,2,2,3,1,31,3,0,0,0,0,3,2,2.3,2,3,3,2.5,3,2.7,2.5,3,2,3,1.7,3.5,3.3,2.7,B,No,2
90064718,2,2,3,1,64,3,0,0,0,0,3,1.7,2.3,1.3,2.5,2,1.5,1.5,2,2.5,2,2,1.5,2,2.5,2.3,2,D,No,3
90064720,1,2,4,1,34,3,0,0,0,0,2,2,2.3,2,1.5,2.5,1.5,1.5,1.7,1,1.5,1.5,1.5,2.3,2,3,1.9,D,No,2
90064721,2,2,4,1,62,3,0,0,0,0,3.5,2.3,3.3,2.7,3.5,3.5,2.5,2.5,2,1.5,3,2.5,2,3.3,2.5,3.7,2.8,B,No,2
90064730,1,2,4,1,0,0,0,0,0,0,3.5,2,2.7,2,3,1.5,1.5,2.5,3,1,2.5,2.5,2.5,2.3,2.5,2.3,2.3,C,No,2
90064745,2,2,4,1,27,3,0,0,0,0,3.5,2.3,2,2.3,2,2,1.5,1.5,2.3,1,2,3,3,2.3,3,2.3,2.3,C,No,2
90064755,1,2,4,1,33,3,0,0,0,0,3.5,1.7,2.3,1.3,2,1.5,1.5,2.5,2,1.5,2,2.5,3.5,2,2.5,2,2.1,C,No,2
90064756,2,2,3,1,41,3,0,0,0,0,3.5,2.3,2.3,2.7,2.5,2.5,2,2.5,2.7,2.5,2,2,2.5,2.3,3,3,2.5,C,No,3
90064760,1,2,4,1,0,0,0,0,0,0,2.5,1.7,2.3,1.7,2,1.5,2,1.5,1.7,3,2,2,2,1.7,2.5,2.3,2,D,No,2
90064773,2,2,4,1,76,3,0,0,0,0,3.5,2.3,2,2.7,2,2,1.5,2.5,2.3,2.5,1.5,3,2,2.3,2.5,2.7,2.3,C,No,2
90064790,2,2,3,1,52,3,0,0,0,0,2.5,2,2,1.7,2.5,2.5,2.5,2.5,2,2,1.5,1.5,3,1.7,3,2.3,2.2,C,No,3
90064797,2,2,4,1,44,3,0,0,0,0,2.5,1.3,1.7,2,1.5,1.5,1,2,1.7,1,1.5,1.5,2,2,2.5,1.7,1.7,D,No,2
90064802,2,2,4,1,24,3,0,0,0,0,3.5,3.3,3.7,3.3,3.5,2,2,2.5,2.7,3,2.5,3.5,3.5,3,3,3.3,3,B,No,2
90064805,1,2,4,1,75,3,0,0,0,0,4,2.3,3,3,3,1.5,2,2.5,2.7,1.5,2,3.5,3.5,3.3,3.5,3.7,2.8,B,No,2
